,id,home,away,home_goals,away_goals,tot_goals,odd_over,odd_under,goals_odd
0,172006763,11265335,11239770,2.0,1.0,3.0,1.071,7.5,2.5
1,172006766,11240527,11265336,2.0,0.0,2.0,1.111,6.0,2.5
2,172006768,11265335,11259408,2.0,0.0,2.0,1.166,4.5,2.5
3,172006770,11265336,11239770,2.0,4.0,6.0,1.015,12.0,2.5
4,172006772,11240527,11259408,3.0,2.0,5.0,1.1,6.5,2.5
5,172006783,11265336,11265335,1.0,2.0,3.0,1.111,6.0,2.5
6,172006785,11265336,11259408,3.0,6.0,9.0,1.071,7.5,2.5
7,172006787,11239770,11240527,1.0,1.0,2.0,1.062,8.0,2.5
8,172006789,11239770,11259408,1.0,4.0,5.0,1.03,10.0,2.5
9,172006791,11265335,11240527,1.0,0.0,1.0,1.5,2.5,2.5
10,172006799,11239033,11265366,4.0,1.0,5.0,1.083,7.0,2.5
11,172006803,11256863,11232016,3.0,3.0,6.0,1.222,4.0,2.5
12,172006805,11234837,11265366,3.0,3.0,6.0,1.222,4.0,2.5
13,172006808,11239033,11256863,3.0,2.0,5.0,1.02,11.0,2.5
14,172006810,11234837,11232016,5.0,4.0,9.0,1.111,6.0,2.5
15,172006812,11265366,11256863,1.0,1.0,2.0,1.222,4.0,2.5
16,172006819,11234837,11239033,1.0,5.0,6.0,1.071,7.5,2.5
17,172006832,11232016,11265366,2.0,2.0,4.0,1.571,2.35,2.5
18,172006837,11265366,11239033,2.0,3.0,5.0,1.062,8.0,2.5
19,172006844,11232016,11256863,2.0,1.0,3.0,1.111,6.0,2.5
20,172006849,11265366,11234837,1.0,2.0,3.0,1.1,6.5,2.5
21,172006857,11256863,11239033,1.0,1.0,2.0,1.03,10.0,2.5
22,172006869,11232016,11234837,3.0,6.0,9.0,1.083,7.0,2.5
23,172006880,11256863,11265366,4.0,4.0,8.0,1.333,3.25,2.5
24,172006888,11256863,11234837,2.0,4.0,6.0,1.071,7.5,2.5
25,172006896,11239033,11232016,4.0,1.0,5.0,1.05,8.5,2.5
26,172006915,11239033,11234837,3.0,4.0,7.0,1.025,10.5,2.5
27,172006934,11265366,11232016,3.0,1.0,4.0,1.4,2.75,2.5
28,172013667,11251498,11253173,3.0,3.0,6.0,1.125,5.5,2.5
29,172013669,11233890,11253175,5.0,3.0,8.0,1.111,6.0,2.5
30,172013680,11265043,11253173,2.0,3.0,5.0,1.166,4.5,2.5
31,172013683,11251498,11233890,2.0,5.0,7.0,1.05,8.5,2.5
32,172013711,11265043,11233890,6.0,0.0,6.0,1.071,7.5,2.5
33,172013719,11253175,11251498,4.0,1.0,5.0,1.062,8.0,2.5
34,172013729,11265043,11251498,6.0,2.0,8.0,1.1,6.5,2.5
35,172013733,11253175,11253173,1.0,2.0,3.0,1.166,4.5,2.5
36,172013737,11253173,11251498,1.0,1.0,2.0,1.111,6.0,2.5
37,172013741,11253175,11233890,3.0,4.0,7.0,1.1,6.5,2.5
38,172013743,11253173,11265043,2.0,6.0,8.0,1.166,4.5,2.5
39,172013745,11233890,11251498,3.0,3.0,6.0,1.03,10.0,2.5
40,172013747,11253175,11265043,4.0,2.0,6.0,1.05,8.5,2.5
41,172013757,11233890,11253173,5.0,0.0,5.0,1.083,7.0,2.5
42,172013767,11233890,11265043,3.0,7.0,10.0,1.071,7.5,2.5
43,172013770,11251498,11253175,4.0,0.0,4.0,1.062,8.0,2.5
44,172013777,11253173,11253175,3.0,1.0,4.0,1.142,5.0,2.5
45,172013781,11248891,11259003,4.0,4.0,8.0,1.142,5.0,2.5
46,172013789,11223813,11265052,3.0,2.0,5.0,1.062,8.0,2.5
47,172013795,11265053,11265052,2.0,2.0,4.0,1.05,8.5,2.5
48,172013802,11259003,11223813,2.0,3.0,5.0,1.111,6.0,2.5
49,172013804,11265053,11223813,4.0,1.0,5.0,1.083,7.0,2.5
50,172013811,11265052,11248891,5.0,4.0,9.0,1.062,8.0,2.5
51,172013820,11265053,11248891,2.0,1.0,3.0,1.071,7.5,2.5
52,172013833,11265052,11259003,1.0,4.0,5.0,1.142,5.0,2.5
53,172013843,11259003,11248891,4.0,1.0,5.0,1.2,4.333,2.5
54,172013848,11265052,11223813,3.0,5.0,8.0,1.04,9.0,2.5
55,172013850,11259003,11265053,3.0,2.0,5.0,1.111,6.0,2.5
56,172013854,11223813,11248891,3.0,6.0,9.0,1.04,9.0,2.5
57,172013860,11265052,11265053,2.0,3.0,5.0,1.062,8.0,2.5
58,172013868,11223813,11259003,3.0,3.0,6.0,1.083,7.0,2.5
59,172013871,11223813,11265053,3.0,2.0,5.0,1.062,8.0,2.5
60,172013874,11248891,11265052,4.0,1.0,5.0,1.05,8.5,2.5
61,172013876,11248891,11265053,2.0,2.0,4.0,1.071,7.5,2.5
62,172013878,11259003,11265052,3.0,0.0,3.0,1.125,5.5,2.5
63,172013880,11265119,11265120,0.0,1.0,1.0,1.083,7.0,2.5
64,172013883,11223744,11265118,3.0,1.0,4.0,1.071,7.5,2.5
65,172013885,11262102,11265120,1.0,2.0,3.0,1.111,6.0,2.5
66,172013891,11265119,11223744,1.0,3.0,4.0,1.04,9.0,2.5
67,172013899,11262102,11265118,4.0,6.0,10.0,1.05,8.5,2.5
68,172013903,11265120,11223744,2.0,3.0,5.0,1.062,8.0,2.5
69,172013905,11262102,11223744,1.0,2.0,3.0,1.062,8.0,2.5
70,172013910,11265118,11265119,3.0,4.0,7.0,1.05,8.5,2.5
71,172013916,11262102,11265119,2.0,3.0,5.0,1.062,8.0,2.5
72,172013926,11265118,11265120,2.0,4.0,6.0,1.125,5.5,2.5
73,172013930,11265120,11265119,3.0,5.0,8.0,1.111,6.0,2.5
74,172013935,11265118,11223744,2.0,4.0,6.0,1.071,7.5,2.5
75,172013939,11265120,11262102,1.0,1.0,2.0,1.111,6.0,2.5
76,172013941,11223744,11265119,2.0,3.0,5.0,1.04,9.0,2.5
77,172013943,11265118,11262102,4.0,3.0,7.0,1.062,8.0,2.5
78,172013945,11223744,11265120,1.0,0.0,1.0,1.083,7.0,2.5
79,172013948,11223744,11262102,0.0,3.0,3.0,1.05,8.5,2.5
80,172013959,11265119,11265118,1.0,6.0,7.0,1.05,8.5,2.5
81,172013967,11265119,11262102,5.0,4.0,9.0,1.062,8.0,2.5
82,172013976,11265120,11265118,5.0,3.0,8.0,1.166,4.5,2.5
83,172034969,11236957,11229405,2.0,4.0,6.0,1.142,5.0,2.5
84,172034974,11252655,11246129,2.0,2.0,4.0,1.1,6.5,2.5
85,172034979,11231918,11229405,3.0,1.0,4.0,1.166,4.5,2.5
86,172034982,11236957,11252655,3.0,2.0,5.0,1.333,3.25,2.5
87,172034986,11231918,11246129,3.0,2.0,5.0,1.4,2.75,2.5
88,172034988,11229405,11252655,3.0,4.0,7.0,1.05,8.5,2.5
89,172034990,11231918,11252655,2.0,2.0,4.0,1.25,3.75,2.5
90,172034994,11246129,11236957,1.0,2.0,3.0,1.363,3.0,2.5
91,172035005,11231918,11236957,1.0,2.0,3.0,1.333,3.25,2.5
92,172035010,11246129,11229405,2.0,5.0,7.0,1.062,8.0,2.5
93,172035016,11229405,11236957,1.0,1.0,2.0,1.125,5.5,2.5
94,172035023,11246129,11252655,4.0,1.0,5.0,1.111,6.0,2.5
95,172035032,11229405,11231918,2.0,4.0,6.0,1.111,6.0,2.5
96,172035042,11252655,11236957,4.0,2.0,6.0,1.2,4.333,2.5
97,172035050,11246129,11231918,2.0,0.0,2.0,1.2,4.333,2.5
98,172035055,11252655,11229405,2.0,5.0,7.0,1.04,9.0,2.5
99,172035060,11252655,11231918,1.0,1.0,2.0,1.285,3.5,2.5
100,172035066,11236957,11246129,2.0,4.0,6.0,1.363,3.0,2.5
101,172035071,11236957,11231918,0.0,1.0,1.0,1.4,2.75,2.5
102,172035078,11229405,11246129,3.0,3.0,6.0,1.04,9.0,2.5
103,172035083,11236930,11265212,1.0,1.0,2.0,1.142,5.0,2.5
104,172035093,11231455,11239750,1.0,4.0,5.0,1.111,6.0,2.5
105,172035122,11228250,11265212,4.0,2.0,6.0,1.1,6.5,2.5
106,172035140,11236930,11231455,1.0,2.0,3.0,1.166,4.5,2.5
107,172035154,11228250,11239750,2.0,2.0,4.0,1.3,3.4,2.5
108,172035168,11265212,11231455,4.0,4.0,8.0,1.03,10.0,2.5
109,172054600,11247614,11224901,1.0,1.0,2.0,1.444,2.625,2.5
110,172054602,11235250,11236962,2.0,0.0,2.0,1.65,2.2,2.5
111,172035187,11228250,11231455,0.0,1.0,1.0,1.285,3.5,2.5
112,172035208,11239750,11236930,1.0,2.0,3.0,1.25,3.75,2.5
113,172054604,11224735,11224901,2.0,1.0,3.0,1.363,3.0,2.5
114,172054606,11247614,11235250,1.0,0.0,1.0,1.5,2.5,2.5
115,172035236,11228250,11236930,2.0,2.0,4.0,1.363,3.0,2.5
116,172035267,11239750,11265212,3.0,0.0,3.0,1.03,10.0,2.5
117,172054608,11224735,11236962,1.0,2.0,3.0,1.8,2.0,2.5
118,172054617,11224901,11235250,1.0,2.0,3.0,1.285,3.5,2.5
119,172054622,11224735,11235250,3.0,2.0,5.0,1.444,2.625,2.5
120,172054626,11236962,11247614,0.0,1.0,1.0,1.615,2.25,2.5
121,172035282,11265212,11236930,3.0,2.0,5.0,1.111,6.0,2.5
122,172035298,11239750,11231455,4.0,1.0,5.0,1.1,6.5,2.5
123,172054628,11224735,11247614,2.0,3.0,5.0,1.333,3.25,2.5
124,172054634,11236962,11224901,0.0,1.0,1.0,1.85,1.95,2.5
125,172035314,11265212,11228250,1.0,3.0,4.0,1.142,5.0,2.5
126,172035330,11231455,11236930,2.0,1.0,3.0,1.3,3.4,2.5
127,172054639,11224901,11247614,2.0,2.0,4.0,1.571,2.35,2.5
128,172054651,11236962,11235250,1.0,1.0,2.0,1.65,2.2,2.5
129,172035344,11239750,11228250,1.0,3.0,4.0,1.3,3.4,2.5
130,172035361,11231455,11265212,4.0,3.0,7.0,1.03,10.0,2.5
131,172054656,11224901,11224735,2.0,2.0,4.0,1.444,2.625,2.5
132,172054660,11235250,11247614,3.0,0.0,3.0,1.5,2.5,2.5
133,172035390,11231455,11228250,1.0,3.0,4.0,1.285,3.5,2.5
134,172035404,11236930,11239750,1.0,2.0,3.0,1.363,3.0,2.5
135,172054663,11236962,11224735,1.0,4.0,5.0,1.615,2.25,2.5
136,172054665,11235250,11224901,3.0,1.0,4.0,1.25,3.75,2.5
137,172035427,11236930,11228250,3.0,1.0,4.0,1.333,3.25,2.5
138,172035454,11265212,11239750,3.0,5.0,8.0,1.04,9.0,2.5
139,172054667,11235250,11224735,2.0,1.0,3.0,1.444,2.625,2.5
140,172054669,11247614,11236962,1.0,1.0,2.0,1.7,2.1,2.5
141,172035484,11237009,11236928,2.0,1.0,3.0,1.142,5.0,2.5
142,172035520,11265277,11243688,1.0,3.0,4.0,1.1,6.5,2.5
143,172054671,11247614,11224735,2.0,4.0,6.0,1.333,3.25,2.5
144,172054682,11224901,11236962,1.0,2.0,3.0,1.85,1.95,2.5
145,172035545,11229119,11236928,3.0,4.0,7.0,1.166,4.5,2.5
146,172035577,11237009,11265277,0.0,0.0,0.0,1.333,3.25,2.5
147,172054704,11241243,11230930,3.0,2.0,5.0,1.444,2.625,2.5
148,172054709,11234472,11255982,1.0,2.0,3.0,1.75,2.05,2.5
149,172035608,11229119,11243688,1.0,0.0,1.0,1.333,3.25,2.5
150,172035641,11236928,11265277,0.0,1.0,1.0,1.04,9.0,2.5
151,172054712,11247616,11230930,2.0,0.0,2.0,1.444,2.625,2.5
152,172054716,11241243,11234472,1.0,1.0,2.0,1.5,2.5,2.5
153,172054728,11230930,11234472,2.0,1.0,3.0,1.444,2.625,2.5
154,172035757,11243688,11236928,2.0,5.0,7.0,1.04,9.0,2.5
155,172035783,11236928,11237009,2.0,2.0,4.0,1.142,5.0,2.5
156,172035819,11243688,11265277,0.0,1.0,1.0,1.111,6.0,2.5
157,172054736,11247616,11241243,4.0,2.0,6.0,1.25,3.75,2.5
158,172054738,11255982,11230930,0.0,0.0,0.0,1.85,1.95,2.5
159,172035846,11236928,11229119,2.0,2.0,4.0,1.125,5.5,2.5
160,172035885,11265277,11237009,3.0,3.0,6.0,1.333,3.25,2.5
161,172035932,11243688,11229119,3.0,1.0,4.0,1.333,3.25,2.5
162,172035969,11265277,11236928,4.0,3.0,7.0,1.05,8.5,2.5
163,172054740,11230930,11241243,5.0,1.0,6.0,1.4,2.75,2.5
164,172054742,11255982,11234472,2.0,2.0,4.0,1.7,2.1,2.5
165,172036005,11265277,11229119,2.0,1.0,3.0,1.25,3.75,2.5
166,172036050,11237009,11243688,4.0,2.0,6.0,1.285,3.5,2.5
167,172054745,11230930,11247616,0.0,3.0,3.0,1.444,2.625,2.5
168,172054754,11234472,11241243,1.0,2.0,3.0,1.5,2.5,2.5
169,172036081,11237009,11229119,4.0,0.0,4.0,1.533,2.375,2.5
170,172036115,11236928,11243688,3.0,4.0,7.0,1.04,9.0,2.5
171,172054756,11255982,11247616,1.0,1.0,2.0,1.571,2.35,2.5
172,172054758,11234472,11230930,0.0,3.0,3.0,1.4,2.75,2.5
173,172054760,11234472,11247616,0.0,1.0,1.0,1.444,2.625,2.5
174,172054764,11241243,11255982,3.0,0.0,3.0,1.5,2.5,2.5
175,172054770,11241243,11247616,1.0,2.0,3.0,1.25,3.75,2.5
176,172054776,11230930,11255982,2.0,1.0,3.0,1.85,1.95,2.5
177,172055121,11265329,11239845,2.0,2.0,4.0,1.04,9.0,2.5
178,172055125,11260694,11235170,1.0,1.0,2.0,1.142,5.0,2.5
179,172054778,11250372,11227803,1.0,2.0,3.0,1.363,3.0,2.5
180,172054780,11234412,11265330,0.0,2.0,2.0,1.65,2.2,2.5
181,172055139,11239349,11239845,1.0,2.0,3.0,1.142,5.0,2.5
182,172055144,11265329,11260694,4.0,5.0,9.0,1.015,12.0,2.5
183,172054782,11234331,11227803,3.0,2.0,5.0,1.444,2.625,2.5
184,172054784,11250372,11234412,1.0,2.0,3.0,1.444,2.625,2.5
185,172055149,11239349,11235170,1.0,3.0,4.0,1.083,7.0,2.5
186,172055154,11239845,11260694,1.0,4.0,5.0,1.166,4.5,2.5
187,172054787,11234331,11265330,2.0,0.0,2.0,1.8,2.0,2.5
188,172054789,11227803,11234412,2.0,3.0,5.0,1.444,2.625,2.5
189,172055163,11239349,11260694,1.0,1.0,2.0,1.03,10.0,2.5
190,172055171,11235170,11265329,4.0,4.0,8.0,1.04,9.0,2.5
191,172054791,11234331,11234412,1.0,3.0,4.0,1.65,2.2,2.5
192,172054800,11265330,11250372,1.0,2.0,3.0,1.5,2.5,2.5
193,172055180,11239349,11265329,5.0,5.0,10.0,1.012,13.0,2.5
194,172055187,11235170,11239845,2.0,1.0,3.0,1.4,2.75,2.5
195,172054811,11227803,11250372,2.0,4.0,6.0,1.333,3.25,2.5
196,172054815,11265330,11234412,2.0,1.0,3.0,1.8,2.0,2.5
197,172055203,11239845,11239349,0.0,2.0,2.0,1.125,5.5,2.5
198,172055207,11260694,11265329,3.0,3.0,6.0,1.012,13.0,2.5
199,172054821,11227803,11234331,0.0,0.0,0.0,1.444,2.625,2.5
200,172054832,11234412,11250372,1.0,2.0,3.0,1.5,2.5,2.5
201,172055213,11235170,11239349,2.0,5.0,7.0,1.083,7.0,2.5
202,172055218,11260694,11239845,2.0,1.0,3.0,1.1,6.5,2.5
203,172054841,11234412,11227803,3.0,1.0,4.0,1.333,3.25,2.5
204,172055233,11260694,11239349,0.0,3.0,3.0,1.05,8.5,2.5
205,172055240,11265329,11235170,3.0,3.0,6.0,1.04,9.0,2.5
206,172054845,11250372,11265330,0.0,1.0,1.0,1.533,2.375,2.5
207,172055247,11265329,11239349,5.0,3.0,8.0,1.01,15.0,2.5
208,172055252,11239845,11235170,1.0,1.0,2.0,1.444,2.625,2.5
209,172054849,11227803,11265330,2.0,2.0,4.0,1.85,1.95,2.5
210,172055260,11239770,11265335,3.0,0.0,3.0,1.111,6.0,2.5
211,172055299,11259408,11240527,5.0,1.0,6.0,1.1,6.5,2.5
212,172055304,11265335,11265336,1.0,3.0,4.0,1.2,4.333,2.5
213,172055310,11259408,11265336,2.0,2.0,4.0,1.05,8.5,2.5
214,172055316,11240527,11239770,1.0,3.0,4.0,1.05,8.5,2.5
215,172055321,11259408,11239770,6.0,2.0,8.0,1.01,15.0,2.5
216,172055326,11240527,11265335,3.0,1.0,4.0,1.615,2.25,2.5
217,172007653,11230348,11232153,2.0,1.0,3.0,1.111,6.0,2.5
218,172007660,11227233,11234845,4.0,1.0,5.0,1.125,5.5,2.5
219,172007524,11225772,11227768,5.0,4.0,9.0,1.111,6.0,2.5
220,172007531,11233961,11230345,3.0,1.0,4.0,1.1,6.5,2.5
221,172007666,11234845,11230348,1.0,3.0,4.0,1.2,4.333,2.5
222,172007670,11232153,11226660,2.0,2.0,4.0,1.222,4.0,2.5
223,172007535,11230345,11225772,3.0,5.0,8.0,1.125,5.5,2.5
224,172007541,11227768,11238590,2.0,3.0,5.0,1.125,5.5,2.5
225,172007678,11226660,11234845,2.0,4.0,6.0,1.222,4.0,2.5
226,172007545,11230345,11238590,1.0,5.0,6.0,1.1,6.5,2.5
227,172007550,11233961,11225772,4.0,3.0,7.0,1.05,8.5,2.5
228,172007700,11226660,11227233,2.0,1.0,3.0,1.125,5.5,2.5
229,172007706,11232153,11234845,5.0,2.0,7.0,1.333,3.25,2.5
230,172007554,11238590,11233961,4.0,2.0,6.0,1.083,7.0,2.5
231,172007559,11227768,11230345,2.0,0.0,2.0,1.2,4.333,2.5
232,172007713,11227233,11232153,3.0,1.0,4.0,1.25,3.75,2.5
233,172007718,11230348,11226660,0.0,0.0,0.0,1.142,5.0,2.5
234,172007564,11233961,11227768,1.0,4.0,5.0,1.1,6.5,2.5
235,172007574,11225772,11238590,6.0,2.0,8.0,1.071,7.5,2.5
236,172007722,11232153,11230348,1.0,3.0,4.0,1.142,5.0,2.5
237,172007727,11234845,11227233,0.0,4.0,4.0,1.142,5.0,2.5
238,172007578,11227768,11225772,3.0,4.0,7.0,1.111,6.0,2.5
239,172007582,11230345,11233961,3.0,2.0,5.0,1.1,6.5,2.5
240,172007732,11230348,11234845,4.0,1.0,5.0,1.2,4.333,2.5
241,172007740,11226660,11232153,4.0,3.0,7.0,1.142,5.0,2.5
242,172007588,11225772,11230345,3.0,1.0,4.0,1.1,6.5,2.5
243,172007594,11238590,11227768,4.0,1.0,5.0,1.142,5.0,2.5
244,172007753,11234845,11226660,2.0,2.0,4.0,1.2,4.333,2.5
245,172007759,11227233,11230348,5.0,0.0,5.0,1.1,6.5,2.5
246,172007604,11238597,11230369,3.0,1.0,4.0,1.1,6.5,2.5
247,172007609,11229841,11233974,1.0,2.0,3.0,1.05,8.5,2.5
248,172007613,11233974,11238597,4.0,2.0,6.0,1.05,8.5,2.5
249,172007618,11230369,11227783,4.0,4.0,8.0,1.25,3.75,2.5
250,172007765,11260654,11226681,1.0,3.0,4.0,1.142,5.0,2.5
251,172007770,11226255,11232199,1.0,1.0,2.0,1.3,3.4,2.5
252,172007622,11227783,11233974,2.0,6.0,8.0,1.1,6.5,2.5
253,172007627,11238597,11229841,2.0,5.0,7.0,1.071,7.5,2.5
254,172007780,11232199,11260654,1.0,3.0,4.0,1.222,4.0,2.5
255,172007791,11226681,11230372,4.0,4.0,8.0,1.222,4.0,2.5
256,172007631,11229841,11227783,1.0,3.0,4.0,1.083,7.0,2.5
257,172007638,11233974,11230369,6.0,0.0,6.0,1.1,6.5,2.5
258,172007797,11230372,11232199,1.0,2.0,3.0,1.142,5.0,2.5
259,172007802,11260654,11226255,1.0,1.0,2.0,1.166,4.5,2.5
260,172007649,11230369,11229841,3.0,3.0,6.0,1.166,4.5,2.5
261,172007657,11227783,11238597,8.0,1.0,9.0,1.125,5.5,2.5
262,172007807,11226255,11230372,3.0,2.0,5.0,1.2,4.333,2.5
263,172007664,11230369,11238597,2.0,4.0,6.0,1.1,6.5,2.5
264,172007668,11233974,11229841,3.0,2.0,5.0,1.062,8.0,2.5
265,172007818,11226681,11226255,3.0,7.0,10.0,1.2,4.333,2.5
266,172007824,11230372,11260654,2.0,4.0,6.0,1.111,6.0,2.5
267,172007675,11238597,11233974,2.0,4.0,6.0,1.05,8.5,2.5
268,172007684,11227783,11230369,2.0,1.0,3.0,1.166,4.5,2.5
269,172007847,11260654,11232199,2.0,1.0,3.0,1.25,3.75,2.5
270,172007852,11230372,11226681,3.0,2.0,5.0,1.142,5.0,2.5
271,172007710,11227783,11229841,3.0,1.0,4.0,1.1,6.5,2.5
272,172007716,11230369,11233974,1.0,6.0,7.0,1.1,6.5,2.5
273,172007859,11232199,11230372,2.0,5.0,7.0,1.166,4.5,2.5
274,172007864,11226255,11260654,3.0,0.0,3.0,1.2,4.333,2.5
275,172007720,11229841,11230369,1.0,0.0,1.0,1.1,6.5,2.5
276,172007725,11238597,11227783,3.0,7.0,10.0,1.111,6.0,2.5
277,172007881,11226255,11226681,1.0,1.0,2.0,1.2,4.333,2.5
278,172007886,11260654,11230372,1.0,4.0,5.0,1.142,5.0,2.5
279,172007729,11261484,11261065,3.0,3.0,6.0,1.1,6.5,2.5
280,172007735,11229900,11233978,1.0,2.0,3.0,1.05,8.5,2.5
281,172007888,11227265,11226253,1.0,1.0,2.0,1.142,5.0,2.5
